departamento,Seccion,Familia,SubFamilia,marca,linea,Referencia,CodBarras,descripcion Completa,descripcion 40 caracteres,Usa Lote,Principio Activo,cod_prov,Proveedor
MEDICAMENTOS,TABLETAS,,,KMPLUS,,6942189304217,,NAPROXENO 500MG X 10 TAB KMPLUS,NAPROXENO 500MG X 10 TAB (KMPLUS),T,NAPROXENO,810029,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,8908003460529,,ONDANSETRON INY 4MG/2ML IV X 1 AMP KMPLUS,ONDANSETRON INY 4MG/2ML IVX1 AMP KMPLUS,T,ONDANSETRON,21501,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,8908003460536,,ONDANSETRON INY 8MG/4ML IV X 1 AMP KMPLUS,ONDANSETRON INY 8MG/4ML IVX1 AMP KMPLUS,T,ONDANSETRON,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,6921875011349,,OXACILINA 1G IM/IV X 1 AMP KMPLUS,OXACILINA 1G IM/IV X 1 AMP KMPLUS,T,OXACILINA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,8908003460482,,PANTOPRAZOL INY 40 MG  ( I.M / I.V )  X 1 AMP KMPLUS,PANTOPRAZOL INY 40 MGX1 AMP KMPLUS,T,PANTOPRAZOL,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,730170649425,,PANTOPRAZOL 40 MG X 10 TAB KMPLUS,PANTOPRAZOL 40 MG X 10 TAB KMPLUS,T,PANTOPRAZOL,20000087,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,6921875010762,,PENICILINA BENZATINICA 1.200.000 UI INY IM X 1 AMP KMPLUS,PENICILINA BENZATINICA 1200000 IMX1AMP,T,BENCILPENICILINA BENZATINICA,PT3401,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,8906069872614,,PREGABALINA 150 MG X 10 TAB KMPLUS,PREGABALINA 150 MG X 10 TAB KMPLUS,T,PREGABALINA,20000081,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,8908003460543,,KETOROLACO INY 30 MG/ ML IM/IV (CAJA X 10 AMP) KMPLUS,KETOROLACO INY 30 MG/ ML IM/IV KMPLUS,T,KETOROLACO,20000083,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,6921875010779,,PENICILINA BENZATINICA INY 2.400.000 UI/IM X 1 AMP KMPLUS,PENICILINA BENZATINICA  2400000 IMX1AMP,T,BENCILPENICILINA BENZATINICA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,8906069872607,,PREGABALINA 75 MG X 10 TAB KMPLUS,PREGABALINA 75 MG X 10 TAB KMPLUS,T,PREGABALINA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,6921875010885,,QUETIAPINA 50MG X 10 TAB KMPLUS,QUETIAPINA 50MG X 10 TAB(KMPLUS),T,QUETIAPINA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,6921875009650,,RANITIDINA 50 MG/ 2 ML INY IM/IV X 1 AMP KMPLUS,RANITIDINA 50MG/2ML IM/IVX1AMP KMPLUS,T,RANITIDINA,PT3304,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,6942189304354,,SOLUCION DEXTROSA 10% X 500 ML KMPLUS,SOLUCION DEXTROSA 10% X 500 ML KMPLUS,T,SOLUCION DEXTROSA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,6034387234820,,SOLUCION CLORURO DE SODIO AL 0.9 % X 500ML KMPLUS,SOL CLORURO D/SODIO 0.9 %X500ML KMPLUS,T,SOLUCION ISOTONICA,PT3606,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,6942189211362,,SOLUCION RINGER LACTATO X 500 ML KMPLUS,SOLUCION RINGER LACTATO X 500 ML KMPLUS,T,SOLUCION RINGER,7301002,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,JARABES,,,KMPLUS,,9800000000053,,TRIMETOPRIM / SULFAMETOXAZOL 80MG/400MG/10ML SUP. ORAL PEDIATRICO X 60 ML KMPLUS,SULFAMETOXAZOL 80MG/400MG/10ML SUP.,T,TRIMETOPRIM / SULFAMETOXAZOL,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,6921875011189,,VALSARTAN 80MG X 10 TAB KMPLUS,VALSARTAN 80MG X 10 TAB KMPLUS,T,VALSARTAN,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,6942189304194,,LOPERAMIDA 2 MG X 10 TAB KMPLUS,LOPERAMIDA 2 MG X 10 TAB KMPLUS,T,LOPERAMIDA,610031105,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,6921875011387,,VITAMINA E 400 UI X 10 TAB KMPLUS,VITAMINA E 400 UI X 10 CAPS (KMPLUS),T,VITAMINA E,104008,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,8906069872553,,MEDROXIPROGESTERONA 10 MG X 10 TAB KMPLUS,MEDROXIPROGESTERONA 10MG X10TAB (KMPLUS),T,MEDROXIPROGESTERONA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,730170649364,,MEDROXIPROGESTERONA 5 MG X 10 TAB KMPLUS,MEDROXIPRO(PROVERA) 5MG TAB X 10(KMPLUS),T,MEDROXIPROGESTERONA,400031193,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,6921875010854,,MEROPENEM 1G ( I.V ) X 1 AMP KMPLUS,MEROPENEM 1GR AMP I.V (KM PLUS),T,MEROPENEM,400031003,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,8906069872539,,METFORMINA 850 MG X 10 TAB KMPLUS,METFORMINA 850MG X 10 TABLETAS (KMPLUS),T,METFORMINA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,6921875009186,,METOCLOPRAMIDA 10MG/2ML I.V/I.M X 1 AMP KMPLUS,METOCLOPRAMIDA 10MG/2ML IV/IMX1AMP KMPLU,T,METOCLOPRAMIDA,18601001,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,6921875010878,,METRONIDAZOL 500MG X 10 TAB KMPLUS,METRONIDAZOL 500MG X 10 TAB KMPLUS,T,METRONIDAZOL,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,LAND,,7598008000090,,ACICLOVIR 200 MG X 10 TAB LAND,ACICLOVIR 200MG X 10 TAB (LAND),T,ACICLOVIR,5301003,"CASA DE REPRESENTACION LAND,C.A"
MEDICAMENTOS,TABLETAS,,,LAND,,7598008000748,,AMITRIPTILINA 25 MG X 10 TAB LAND,AMITRIPTILINA 25MG X 10 TAB. (LAND),T,AMITRIPTILINA,20000114,"CASA DE REPRESENTACION LAND,C.A"
MEDICAMENTOS,TABLETAS,,,LAND,,7598008001950,,CARVEDILOL 6.25 MG X 10TAB LAND,CARVEDILOL 6.25 MG X 10TAB LAND,T,CARVEDILOL,13557690,"CASA DE REPRESENTACION LAND,C.A"
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196000576,,VITADYN C 500MG (24 TIRAS) X 10 TABLETAS MASTICABLES FRUTAS TROPICALES,VITADYN C 500MGX10 TAB MAST TROPICALES,T,VITAMINA C,802116,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,GLOBAL MEDIC,,736372230256,,ISOXSUPRINA (DUVADILAN) 5MG/2ML I.M/I.V X 1 AMP GLOBAL MEDIC,ISOXSUPRINA 5MG/2ML I.M/I.VX1 AMP GLOBAL,T,ISOXSUPRINA,245031305,"CASA DE REPRESENTACION GLOBAL MEDIC, C.A"
MEDICAMENTOS,TABLETAS,,,LAND,,7598008000342,,DICLOFENAC POTASICO 50MG X 10 TAB LAND,DICLOFENAC POTASICO 50 MG X 10 (LAND),T,DICLOFENAC,,"CASA DE REPRESENTACION LAND,C.A"
MEDICAMENTOS,TABLETAS,,,ALFA,,8906159253729,,ESOMEPRAZOL 40MG X 14 TABLETAS GASTRORRESISTENTES ALFA,ESOMEPRAZOL 40MGX14 TAB ALFA,T,ESOMEPRAZOL,9501002,"ALFA CASA DE REPRESENTACIÓN FARMACEUTICA, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,GLOBAL MEDIC,,736372827289,,NEOSTIGMINA 05MG/ML I.M/I.V/S.C X 1 AMP GLOBAL MEDIC,NEOSTIGMINA 05MG/ML IM/IV X1 AMP GLOBAL,T,NEOSTIGMINA,,"CASA DE REPRESENTACION GLOBAL MEDIC, C.A"
MEDICAMENTOS,TABLETAS,,,LAND,,7598008000519,,LOPERAMIDA  2MG X 10TAB LAND,LOPERAMIDA 2MG X 10 TABLETAS (LAND),T,LOPERAMIDA,,"CASA DE REPRESENTACION LAND,C.A"
MEDICAMENTOS,TABLETAS,,,LAND,,7598008002438,,METOTREXATO 2.5MG X 10 TAB LAND,METOTREXATO 2.5MG X10TAB (LAND),T,METOTREXATO,,"CASA DE REPRESENTACION LAND,C.A"
MEDICAMENTOS,TABLETAS,,,LAND,,7598008000571,,NIFEDIPINA 10 MG X 10 TAB LAND,NIFEDIPINA 10MGX 10TAB LAND,T,NIFEDIPINA,,"CASA DE REPRESENTACION LAND,C.A"
MEDICAMENTOS,TABLETAS,,,LAND,,7598008000588,,NIFEDIPINA 20 MG X 10 TAB LAND,NIFEDIPINA 20MG X 10 TAB LAND,T,NIFEDIPINA,15801002,"CASA DE REPRESENTACION LAND,C.A"
MEDICAMENTOS,TABLETAS,,,LAND,,7598008000595,,NIFEDIPINA 30 MG X 10 TAB LAND,NIFEDIPINA 30MG X 10 TAB LAND,T,NIFEDIPINA,,"CASA DE REPRESENTACION LAND,C.A"
MEDICAMENTOS,TABLETAS,,,CIMED,,7896112194651,,DEXASON (DEXAMETASONA) 4MG X 10CAP TEUTO,DEXASON 4MG X 10 COMP(TEUTO),T,DEXAMETASONA,8601021,"CASA DE REPRESENTACIONES RJR, C.A"
MEDICAMENTOS,TABLETAS,,,CLEO,,7598677000292,,SUCRALFATO 1G X 10TAB CLEO,SUCRALFATO 1GR X 10TAB (CLEO),T,SUCRALFATO,001-011-00011,"CORPORACION CLEOPHARMA, C.A"
MEDICAMENTOS,TABLETAS,,,ETERNAL,,787790468554,,COLLAGEN + VIT C X 60 TAB ETERNAL,COLAGENO + VIT C X 60CAP (ETERNAL),T,ACIDO ASCORBICO,DAC0211,"DISTRIBUCIONES ETERNAL, C.A."
MEDICAMENTOS,GOTAS,,,OFTALMI,,7591196000286,,LACRIDOS 0.1% SOL. OFTALMICA 15ML OFTALMI,LACRIDOS 15ML SOL OFT OFTALMI,T,HIDROXIPROPILMETILCELULOSA,2601001,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,GOTAS,,,OFTALMI,,7591196004208,,LACRIFORT 0.3% SOL. OFTALMICA 15ML OFTALMI,LACRIFORT SOL OFT 15ML OFTALMI,T,HIDROXIPROPILMETILCELULOSA,2602002,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196004758,,LEVORAT 5MG X 10 TABLETAS OFTALMI,LEVORAT 5MG X 10 TAB (OFTALMI),T,LEVOCETIRIZINA,,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,JARABES,,,OFTALMI,,7591196006318,,LEVORAT 5 MG/ML SOL. ORAL PED 30ML OFTALMI,LEVORAT 5MG/ML 30ML SOL ORAL (OFTALMI),T,LEVOCETIRIZINA,3002014,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196002990,,LORATADINA 10MG X 10 TABLETAS MEDIGEN,LORATADINA 10MG X 10 TAB (OFTALMI),T,LORATADINA,,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,JARABES,,,OFTALMI,,7591196004475,,LORECORT 1MG-0.05MG SOL. ORAL 60ML OFTALMI,LORECORT SOL.ORAL 1/0.05MG 60ML (L.O),T,LORATADINA+BETAMETASONA,393031071,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,ARCOIRIS,,7592946169635,,OMEGA 3 X 60 TAB ARCOIRIS,OMEGA 3 X 60CAP  (A.I),T,OMEGA 3,7-061,"ARCO IRIS LABORATORIO, C.A."
MEDICAMENTOS,TABLETAS,,,ARCO IRIS,,7592946169659,,OMEGA 3.6.9 X 60 TAB ARCOIRIS,"OMEGA 3,6,9 X 60CAP (A.I)",T,"OMEGA 3,6,9",,"ARCO IRIS LABORATORIO, C.A."
MEDICAMENTOS,GOTAS,,,OFTALMI,,7591196000323,,MARADEX 0.1% SOL. OFTALMICA 5ML OFTALMI,"MARADEX 0,01% SUSPENSION OFTALMICA (L.O)",T,DEXAMETASONA,147031232,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196000705,,VITADYN GRAPE FRUIT X 10 TABLETAS EFERVESCENTES OFTALMI,VITADYN GRAPE FRUITX10 TAB EFERVESCENTES,T,VITAMINA C,10601005,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,LAB. LA ABEJITA,,7597134002121,,CASTAÑO DE INDIAS 05G X 70TAB LA ABEJITA,CASTAÑO D/INDIAS 500MGX70CAP(LA ABEJITA),T,CASTAÑO DE INDIAS,,LABORATORIO LA ABEJITA
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196001146,,MELOXICAM 15MG X 10 TABLETAS MEDIGEN,MELOXICAM 15MG X 10 TABLETAS (OFTALMI),T,MELOXICAM,,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,ARCOIRIS,,7592946168287,,NERSAN X 90 CAP ARCOIRIS,NERSAN X 90 CAP ARCOIRIS,T,TILIA,101009,"ARCO IRIS LABORATORIO, C.A."
MEDICAMENTOS,CREMAS,,,SIEGFRIED,,7592601101154,,PERTEN CREMA 1% X 20G SIEGFRIED,PERTEN 1% CREMA 20 GR (SIEGFRIED),T,TERBINAFINA,,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,TABLETAS,,,VARGAS,,7592349001068,,ANTIFOM FORTE 160MG X 10TAB VARGAS,ANTIFOM FORTE 160MG X 10 COMP (VARGAS),T,SIMETICONA,DAC0218,"LABORATORIOS VARGAS, S.A"
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196001078,,MELOXICAM 7.5MG X 10 TABLETAS MEDIGEN,"MELOXICAM 7,5MG X 10 TAB (OFTALMI)",T,MELOXICAM,,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196003447,,MONTELUKAST 10MG X 30 TABLETAS MEDIGEN,MONTELUKAST TAB 10MG X30 (MEDIGEN),T,MONTELUKAST,,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196003454,,MONTELUKAST 5MG X 30 TABLETAS MEDIGEN,MONTELUKAST 5MGX30TAB (OFTALMI),T,MONTELUKAST,,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196003461,,MONTELUKAST 4MG X 30 TABLETAS MEDIGEN,MONTELUKAST TAB 4MG X30 (MEDIGEN),T,MONTELUKAST,,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196004093,,MOVIMEX 15MG X 10 TABLETAS OFTALMI,MOVIMEX 15MG X 10 TABLETAS (OFTALMI),T,MELOXICAM,,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,EQUIPOS MEDICOS,,,CIMED,,7898075310383,,PRUEBA DE EMBARAZO GRAVTEST EASY CIMED,TEST DE EMBARAZO (CIMED),T,PRUEBA DE EMBARAZO,,CASA DE REPRESENTACION DROGUERIA SIRONA C.A
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196006233,,OMEPRAZOL 20MG X 30 CAPSULAS MEDIGEN,OMEPRAZOL 20MG 30CAP (MEDIGEN),T,OMEPRAZOL,,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196003386,,OMEPRAZOL 20MG X 7 CAPSULAS MEDIGEN,OMEPRAZOL 20MG X 7 CAP (OFTALMI),T,OMEPRAZOL,,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,BIOTECH,,7591243804409,,BETAGEN SOLSPEN INY 1ML X 1 AMPOLLA BIOTECH,BETAGEN SOLSPEN X 1 AMP (BIOTECH),T,BETAMETASONA ACETATO/SODIO FOSFATO,105017,"BIOTECH LABORATORIOS, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,BIOTECH,,7591243804287,,BETAGEN 4MG/ML SOL INY X 1 AMP BIOTECH,BETAGEN 4MG X 1 AMP. (BIOTECH),T,BETAMETASONA SODIO FOSFATO,,"BIOTECH LABORATORIOS, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,DROTAFARMA,,6916119062058,,VITAMINA C 500MG/5ML X 1AMP  I.M/I.V DROTAFARMA,VITAMINA C AMP 500MG/5ML X 1 (DROTAFARM),T,ACIDO ASCORBICO,,"DROGUERIA DROTACA, C.A                                                                              "
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,MEGALABS,,7591619516035,,VITAMINA K1 10 MG/ML X 3 AMP KLINOS,VITAMINA K1 10MG/ML 2.5 X 3 AMP (KLINOS),T,FITOMENADIONA,,"MEGALABS VZL, C.A."
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ADN,,8904159499772,,ACIDO ASCORBICO SOL. INY. IM/IV X 1 AMP ADN,ACIDO ASCORBICO SOL. INY IM/IVX1 AMP ADN,T,ACIDO ASCORBICO,100215,"CASA DE REPRESENTACION ADN MEDICAL, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,MEGALABS,,7594000491744,,CICLOKAN 500MG/ 5ML X 1 AMPOLLA MEGALABS,CICLOKAN 500MG/5ML X 1 AMP (KLINOS),T,TRANEXAMICO,,"MEGALABS VZL, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,MEGALABS,,7591619519098,,DERMAZOL 0.05% LOCION CAPILAR 25ML MEDIHEALTH,DERMAZOL 0.05% LOC. CAP 25ML(MEDIHEALTH),T,CLOBETAZOL,,"MEGALABS VZL, C.A."
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,POLINAC,,7592348050111,,COMPLEJO B COMPOSITUM CON LIDOCAINA I.M X 3AMP POLINAC,COMPLEJO B COMPOSITUM LIDOCAINA I.MX3AMP,T,COMPLEJO B,,"LABORATORIOS POLITECNICOS NACIONALES, C.A (POLINAC)"
MEDICAMENTOS,TABLETAS,,,FAHD,,8904278577474,,CITICOLINA 500 MG  X 10 TAB FAHD,CITICOLINA 500 MG  X 10 TAB FAHD,T,CITICOLINA,,"CASA DE REPRESENTACIONES FAHD, C.A"
MEDICAMENTOS,TABLETAS,,,VIVAX,,7592432901381,,CEVAX VIT C 500MG X 15 CAPULAS BLANDAS VIVAX,CEVAX 500MG X 15 CAP BLAND (VIVAX),T,ACIDO ASCORBICO,,"CALOX INTERNATIONAL, C.A"
MEDICAMENTOS,CREMAS,,,POLINAC,,7592348647113,,POLIFIX ADHESIVO EN CREMA 40G POLINAC,POLIFIX ADHESIVO EN CREMA 40G POLINAC,T,GOMA KARAYA - BORATO DE SODIO,851084,"LABORATORIOS POLITECNICOS NACIONALES, C.A (POLINAC)"
MEDICAMENTOS,TABLETAS,,,VIVAX,,7592432005508,,CUTICLIN 10MG X 30 CAPSULAS BLANDAS VIVAX,CUTICLIN 10MG X 30 CAP (VIVAX),T,ISOTRETINOINA,,"CALOX INTERNATIONAL, C.A"
MEDICAMENTOS,TABLETAS,,,OFTALMI,,7591196003379,,OMEPRAZOL 40MG X 7 CAPSULAS MEDIGEN,OMEPRAZOL 40MG 7CAP (MEDIGEN),T,OMEPRAZOL,,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,COFASA S.A.,,7591818116005,,EUSILEN 4MG X 8 TABLETAS COFASA,EUSILEN 4 MG X 8 TAB ( COFASA),T,TIOCOLCHICOSIDO,,"LABORATORIO COFASA, S.A."
MEDICAMENTOS,TABLETAS,,,COFASA S.A.,,7591818222164,,EUSILEN 4MG X 15 TABLETAS COFASA,EUSILEN 4MG X 15 COMP (COFASA),T,TIOCOLCHICOSIDO,7-017,"LABORATORIO COFASA, S.A."
MEDICAMENTOS,JARABES,,,COFASA S.A.,,7591818716878,,COFASTANE SOL OFT X 15 ML COFASA,COFASTANE SOL OFT X 15 ML COFASA,T,POLIETILENGLICOL + PROPILENGLICOL,7-071,"LABORATORIO COFASA, S.A."
MEDICAMENTOS,JARABES,,,COFASA S.A.,,7591818716885,,COFATODEX  SOL OFT X 5 ML COFASA,COFATODEX SUSPENSION OFT. 5ML (COFASA),T,TOBRAMICINA + DEXAMETASONA,7-051,"LABORATORIO COFASA, S.A."
MEDICAMENTOS,TABLETAS,,,CIMED,,7896714200804,,TORSILAX X 30 COMP NEO QUIMICA,TORSILAX X 30 COMP NEO QUIMICA,T,PARACETAMOL/CAFEINA/DICLOFENAC/CARISO,,CASA DE REPRESENTACION DROGUERIA SIRONA C.A
MEDICAMENTOS,TABLETAS,,,BIOTECH,,7591243812398,,DI-EUDRIN 12.5MG X 30 TABLETAS BIOTECH,"DI-EUDRIN 12,5MG X 30 TABLETAS (BIOTECH)",T,HIDROCLOROTIAZIDA,224JF7E00V,"BIOTECH LABORATORIOS, C.A"
MEDICAMENTOS,MMQ,,,GROSSMED,,7597830005488,,GUANTES QUIRURGICOS ESTERIL TALLA 7.5 X UNI GROSSMED,GUANTES QUIRURG ESTERIL 7.5XUNI GROSSMED,T,GUANTES,25139,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,GOTAS,,,VINCENTI,,7592782000567,,OTAN SOL. GOTAS 0.1G/4G/100ML  X 5ML VINCENTI,"OTAN 0,1GR/4GR SOL.  5ML (VINCENTI)",T,TIROTRICINA/ANTIPIRINA,,"LABORATORIOS VINCENTI, C.A."
MEDICAMENTOS,TABLETAS,,,VARGAS,,7592349722925,,ANTIFOM 40MG X 10 TAB VARGAS,ANTIFON 40MG X 10 COMP (VARGAS),T,SIMETICONA,PT-89680,"LABORATORIOS VARGAS, S.A"
MEDICAMENTOS,TABLETAS,,,SIEGFRIED,,7592601300953,,FUROSEMIDA 20 MG X 12 TAB MEYER,FUROSEMIDA 20MG X 12 TAB (MEYER),T,FUROSEMIDA, 7-070,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,TABLETAS,,,SIEGFRIED,,7592601301059,,FUROSEMIDA 40MG X 24 TAB MEYER,FUROSEMIDA 40MG X 24 TABLETAS (MEYER),T,FUROSEMIDA,21505,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,GOTAS,,,OFTALMI,,7591196002624,,DEXTRAN 70 0.1% SOLUCION OFTALMICA 15 ML,"DEXTRAN 70 0,1% X 15ML (OFTALMI)",T,HIDROXIPROPILMETILCELULOSA,22212,"LABORATORIOS L.O. OFTALMI, C.A."
MEDICAMENTOS,TABLETAS,,,SIEGFRIED,,7592601200888,,CYPRAL 500MG X 14 TABLETAS SIEGFRIED,CYPRAL 500MG X 14 TAB (SIEGFREID),T,CIPROFLOXACINA,25131,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,JARABES,,,SOMA,,7596139000019,,JARABE LAMEDOR 120ML SOMA,LAMEDOR JBE  X 120ML (SOMA),T,LAMEDOR,,"LABORATORIOS CHEMYCAL'S SOMA, C.A."
MEDICAMENTOS,JARABES,,,SOMA,,7596139000026,,JARABE LAMEDOR COMPUESTO 120ML SOMA,LAMEDOR COMPUESTO JBE X 120ML (SOMA),T,LAMEDOR COMPUESTO,A0034,"LABORATORIOS CHEMYCAL'S SOMA, C.A."
MEDICAMENTOS,TABLETAS,,,MCK,,7591519051971,,DISULPEC 25 MG X 20 TAB  MCK,DISULPEC 25MG X 20 TAB (MCK),T,LEVOSULPIRIDA,A0024,"CALOX INTERNATIONAL, C.A"
MEDICAMENTOS,TABLETAS,,,MEGALABS,,7591955558331,,FLUCON 200MG X 4 TAB ROWE,FLUCON 200MG X 4 CAP (ROWE),T,FLUCONAZOL,,"MEGALABS VZL, C.A."
MEDICAMENTOS,SUSPENSION,,,MEMPHIS,,7704412170896,,PAMOATO DE PIRANTEL 5% SUSPENSION ORAL 15ML MEMPHIS,PAMOATO DE PIRANTEL 5% SUSP 15ML MEMPHIS,T,PAMOATO DE PIRANTEL,,"CASA DE REPRESENTACION ROIPHARMA, C.A"
MEDICAMENTOS,TABLETAS,,,CALOX,,7591519052022,,TADALAFILO 5MG X 28TAB CALOX,TADALAFILO 5MG X 28 TAB (CALOX),T,TADALAFILO,,"CALOX INTERNATIONAL, C.A"
MEDICAMENTOS,SUSPENSION,,,MEGALABS,,7591619000794,,FEBRATIC 10MG/5ML SUSP. ORAL X 60 ML MEGALABS,FEBRATIC 10MG/ML JBE 60ML (MEGALABS),T,DICLOFENAC POTASICO,,"MEGALABS VZL, C.A."
MEDICAMENTOS,TABLETAS,,,VIVAX,,7592432007649,,CEVAX VIT C 500MG X 30 CAPSULAS BLANDAS VIVAX,CEVAX 500MG X 30 CAP (VIVAX),T,ACIDO ASCORBICO,,"CALOX INTERNATIONAL, C.A"
MEDICAMENTOS,GOTAS,,,OFTALMI,,7591196006493,,PREDNISOLONA 1% SOL. OFTALMICA 5ML MEDIGEN,PREDNISOLONA 1% 5ML SOL OFT  (MEDIGEN),T,PREDNISOLONA,,"LABORATORIOS L.O. OFTALMI, C.A."
